Industry_Name,Number_of_Firms,CAGR_in_Net_Income_Last_5_years,CAGR_in_Revenues_Last_5_years,Expected_growth_in_Revenues_Next_2_years,Expected_Growth_in_EPS_Next_5_years,Gross_Margin,Net_Margin,EBITDA_Sales,Current_PE,PEG_Ratio,ROE_unadjusted
Homebuilding,32,0.2939,0.110407826086956,-0.00104954545454546,0.0968933333333333,0.250621559466687,0.122702039579731,0.180785231178104,9.51281586609826,1.05883609998153,0.22883152574944
Hospitals/Healthcare Facilities,32,0.0409985714285714,0.181068947368421,0.0413333333333333,0.106455555555556,0.35988660694384,0.0512378794350515,0.153561871601808,113.875506418394,1.28994204756521,0.619656795112392
Hotel/Gaming,68,0.0292921739130435,0.1024465,0.131021739130435,0.096106875,0.595188608301201,0.100822828061572,0.178056984247385,19.1495311706894,2.30530912417832,0.35869098916069
Household Products,93,-0.0133535,0.0224563414634146,0.0874267647058823,0.085261052631579,0.487020134916733,0.110844864989125,0.204280277146889,28.4132843058264,2.98210452236049,0.269829006874777
Information Services,18,0.148585714285714,0.04717,0.0564833333333333,0.049664,0.327193449358505,0.0348741581419791,0.169178312183227,24.8220359285619,5.68333509575369,0.0842891678070332
Insurance (General),21,0.0868228571428571,0.0776372727272727,0.176475,0.157722222222222,0.339296564695052,0.0888366030086861,0.291139288264351,304.964072042386,1.42238714781688,0.135246970975211
Insurance (Life),23,-0.124055555555556,-0.000625000000000001,0.0396857142857143,0.153728571428571,0.204924642074125,0.00719497354913222,0.0858442778557089,61.8702228649547,0.922407426409576,0.0132401274508553
Insurance (Prop/Cas.),50,0.0421411111111111,0.0616765909090909,0.0750216216216216,0.169846153846154,0.234349305718594,0.0500380374494127,0.0629898814428967,24.8563306045939,0.988499300534093,0.103568833433679
Investments & Asset Management,334,0.0342292682926829,0.046036862745098,0.450662926829268,0.0928809523809524,0.668863674232334,0.198162182176761,0.175323508690243,140.831093463352,2.13907865334832,0.137836348131687
Machinery,103,0.0970475,0.047126,0.1030165,0.121676097560976,0.355401623337978,0.0977247275184423,0.173974555851909,422.644232924237,1.98767945546883,0.19022656097823
Metals & Mining,68,0.04708,-0.0131333333333333,0.0107222222222222,-0.0055,0.311321490843478,0.0723024490815621,0.322793956770082,28.0384615317794,NULL,0.121658954203842
Office Equipment & Services,17,-0.1440125,0.158503846153846,0.0194322222222222,0.136666666666667,0.353251473530379,0.00806114139959771,0.102043798769407,27.2373336630132,3.19341197504946,0.026638000470444
Oil/Gas (Integrated),4,0.117,0.0176,-0.0804666666666667,-0.01395,0.373338572840591,0.124012959200483,0.290627745593323,5.46285087907833,NULL,0.198518135167631
Oil/Gas (Production and Exploration),166,0.211542857142857,0.232800588235294,0.0250973214285714,0.06292,0.587539868168601,0.282588470868085,0.618042721602015,10.8121827819152,1.23932634217486,0.310947998571841
Oil/Gas Distribution,24,0.30554,0.274515333333333,0.0135466666666667,0.09355,0.529067316724129,0.235884116170199,0.292408659680232,42.8618724910903,0.963165587367651,0.424060840586178
Oilfield Svcs/Equip.,100,0.129284545454546,0.0773721212121212,0.173890566037736,0.200250476190476,0.1409385905273,0.0621751286751682,0.113462723407273,70.1458320010394,0.390123967805575,0.296469137164352
Packaging & Container,22,0.0420930769230769,0.0341838888888889,-0.00389777777777778,0.0788214285714286,0.217133824777952,0.0285269723092999,0.157107851140718,18.1178508723399,2.45326949327075,0.0854306569307376
Paper/Forest Products,7,-0.16895,0.038425,-0.0631633333333333,0.272,0.202021791091737,0.0386423957006491,0.238580483423241,11.667998844633,0.577478710462287,0.151654444714421
Power,50,0.060089705882353,0.05328,0.0330748717948718,0.0618235294117647,0.374125399146981,0.08508708650792,0.277577645689539,18.021823366628,3.15074245513457,0.0860336341059008
Precious Metals,61,0.333666666666667,0.116358,0.194054545454546,0.16475,0.324671089735848,-0.0425953265198646,0.321467306928548,13.0870617745667,1.95596607527383,-0.0233419700070553
Publishing & Newspapers,21,0.162985714285714,0.0143015384615385,0.000322222222222219,0.1101,0.459873283836978,0.0182360443981999,0.121212373646037,35.765386554757,3.7082210098269,0.0339678779106747
R.E.I.T.,193,0.0404243298969072,0.0835971951219512,0.0460283766233766,0.0952670212765958,0.5747500772294,0.126053827324789,0.450934416295976,39.458099242654,3.72907710542729,0.045722711158028
Real Estate (Development),17,0.267,0.555616666666667,1.01393333333333,NULL,0.322013423561913,-0.163479201229786,0.282308542618979,43.0270727552958,NULL,-0.0853803789341876
Real Estate (General/Diversified),11,-0.050975,0.090804,-0.1413,NULL,0.466993895396799,0.169138755980861,0.194984326018809,19.4258719757673,NULL,0.0910920561578106
Real Estate (Operations & Services),60,-0.0679555555555556,0.0543926666666667,-0.0311394736842105,-0.0751666666666667,0.340951998101729,-0.0314319296579762,0.0500535655602019,53.237953500145,NULL,-0.0826994535943162
Recreation,55,0.0779,0.109518620689655,0.0356293939393939,0.0993,0.367279529297044,0.00903121724428978,0.151124225197111,28.742164110915,2.07292620725325,0.0256266296045301
Reinsurance,1,-0.0894,0.0695,0.0638,0.17,0.157176287051482,0.0635725429017161,0.0582237575217294,17.1142857142857,0.549682940660927,0.312346016972351
Restaurant/Dining,64,0.0199551612903226,0.06796,0.0892192105263158,0.148256521739131,0.324302846727204,0.106591624034431,0.183695874240161,52.7450856235629,1.81098084264141,NULL
Retail (Automotive),30,0.142257142857143,0.174986363636364,0.0596678260869566,0.075586,0.218819573503516,0.0431922415427779,0.0743818340673685,12.553007690097,1.7709795897082,0.473285455261543
Retail (Building Supply),16,0.1058375,0.0890538461538462,-0.0382733333333333,0.0632,0.341726397789934,0.0840123765987712,0.156026261222771,16.660825589877,3.19780274304008,NULL
Retail (Distributors),62,0.154376451612903,0.0580545945945946,0.069593076923077,0.13387,0.323383909206986,0.0755199747966792,0.129218288241022,35.522707806542,1.35087562811581,0.254516229858257
Retail (General),26,0.0454628571428571,0.180630526315789,0.0144818181818182,0.0777214285714286,0.308586617587866,0.0309337803145272,0.0712603305138624,28.7893085681639,5.81244612268363,0.195501454750219
Retail (Grocery and Food),14,0.07735,0.0659125,0.044184,-0.0098,0.255390918043048,0.0117970723671461,0.0527334606389688,17.0945980493281,NULL,0.147776034904474
Retail (REITs),28,0.0320468421052632,0.0411018518518518,0.05615,0.032485,0.776257678054724,0.233242804203259,0.655566272399614,39.1142672525998,9.04103010324221,0.0652306316282635
Retail (Special Lines),105,0.0921457575757576,0.120719677419355,0.00563701492537313,0.179177419354839,0.298773095931524,0.0145339162730032,0.0670099719081471,155.423808470021,1.19104991234651,0.096438784183109
Rubber& Tires,3,0,0.0902,0.00185,0.143,0.165646522503758,-0.0252547085466139,0.0906807620133028,24.5380124123523,NULL,-0.0999805523142746
Semiconductor,63,0.218856875,0.0644116279069767,0.11609170212766,0.127060606060606,0.51723887063511,0.164659923227646,0.318963621527152,50.3834257955688,3.43157984648482,0.126118763130916
Semiconductor Equip,30,0.143650666666667,0.0992575,0.111668260869565,0.1618,0.442743958039604,0.179384406913928,0.303250200265583,29.0094029905651,1.51697343536177,0.328906682377907
Shipbuilding & Marine,8,0.0233666666666667,-0.00680333333333333,-0.11568,0.12,0.25443236119963,0.0774824343768895,0.330108068733847,10.6016325680499,1.3991665282162,0.078173177021216
Shoe,13,0.256828571428571,0.1149125,0.00218375,0.162825,0.453596258897534,0.0948733653368648,0.131853170004966,19.9554670781094,1.69038411391809,0.299032148664748
Software (Entertainment),84,0.05474,0.174125333333333,0.0706786842105263,0.315325,0.634319073759565,0.203484453534525,0.290337329951565,149.978041718919,0.874526288390034,0.232559385562118
Software (Internet),35,0.159666666666667,0.222445454545455,0.260785,0.375166666666667,0.591108552762756,-0.14319709550403,0.0122636239274153,28.5296383736197,0.895582655272729,-0.145406511291973
Software (System & Application),351,0.1604375,0.159033378378378,0.219994162162162,0.242983720930232,0.715203803340229,0.191408075315521,0.28534465601605,133.380297835331,1.73138238715922,0.244418353822995
Steel,29,0.0557205263157895,0.0787332,-0.032955,-0.00283333333333334,0.193001719614552,0.0924841239649072,0.227645156126265,13.5702303767439,NULL,0.221947091915012
Telecom (Wireless),13,-0.2053,0.0929771428571429,0.0271585714285714,0.3055,0.613460247499576,0.0879247330055942,0.325828445499237,41.8409215746834,0.779317654522237,0.0973959775139055
Telecom. Equipment,66,0.35796,0.0961644897959184,0.128169117647059,0.114589473684211,0.555613867347232,0.139751065743497,0.227418269165037,26.9839248429579,1.72979670695056,0.245505414592316
Telecom. Services,42,0.0589,0.131699565217391,0.138530666666667,0.254006666666667,0.582422298141339,-0.00283320509246505,0.363519956908797,115.455539461317,0.305595032399842,-0.00344709420230529
Tobacco,16,0.007854,0.349688888888889,0.099438,0.100933333333333,0.612515467236712,0.275243315982557,0.437098665224253,18.5747152276838,1.28344825907724,NULL
Transportation,36,0.037875,0.153649333333333,0.00433714285714285,0.187528571428571,0.251171969343422,0.0596237785621485,0.127920238164782,13.2171988647918,1.07376023479469,0.282673768726319
Transportation (Railroads),4,-0.135,0.0249,0.1038475,0.0616,0.497598946333731,0.23516339209051,0.498348789954427,18.0533310238249,3.584080932886,0.316779450785825
Trucking,22,-0.0457235294117647,0.0619072222222222,-0.000466666666666664,0.0442461538461539,0.219463188362288,0.0537438187689799,0.181220171765466,14.2198000660999,5.83838176878732,0.129746920013897
Utility (General),14,0.0218491666666667,0.043405,0.00782428571428572,0.0580214285714286,0.405524873704941,0.135097841622373,0.31539350708372,20.5744059448293,2.86632218029917,0.11153676746475
Utility (Water),13,0.130925,0.108490909090909,0.0661222222222222,0.0960166666666667,0.555042212137146,0.193374691674246,0.431050124232994,34.1083549824374,2.7850851996388,0.100161894575655
Total Market,6481,0.100049969024264,0.120377999424295,0.251297679127726,0.130150778156996,0.365641651281109,0.0853656305158101,0.157290213275183,121.649257906745,1.64824432908769,0.159791588006826
Total Market (without financials),5214,0.100883806117845,0.127098165217858,0.275736728804569,0.145389210521093,0.334112430374542,0.0759000807387552,0.164986391010398,136.112184003629,1.60420494471651,0.165925524719202
